id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v10-1235-0,METS,"METS, (Géog.)​ ancienne & forte ville de France, capitale du pays Messin, avec une citadelle, un parlement & un évêché suffragant de Treves. Son nom latin est Divodurus, Divodurum Mediomatricorum, civitas Mediomatricorum, comme il paroît par Tacite, par Ptolomée, par la table de Peutinger, & par l’itinéraire d’Antonin. Peut-être que les sources des fontaines que cette ville a dans ses fossés, ont occasionné le nom de Divodurum, qui veut dire, eau de fontaine ; du moins, selon M. de Valois, diu en langue gauloise est une fontaine, & dur signifie de l’eau.


Quoi qu’il en soit, dans le quatrieme siecle, cette ville commença à prendre le nom du peuple Médiomatrici, & ce nom fut adopté par les écrivains jusqu’à l’onzieme siecle. Néanmoins dès le commencement du cinquieme, le nom du peuple Médiomatrices & le nom de la ville furent changés en celui de Metis ou Metæ, dont l’origine est inconnue.


Mets étoit illustre sous l’empire romain ; car Tacite, (Hist. liv. IV.) lui donne le titre de socia civitas, ville alliée, & Ammian Marcellin l’estimoit plus que Treves sa métropole.


En effet, Mets est une des premieres villes des Gaules qui déposant son ancienne barbarie, se soit policée à la maniere des Romains, & d’après leur exemple. Elle se signala par de magnifiques ouvrages, & donna à ses rues les mêmes noms que portoient les rues de Rome les plus fréquentées, comme nous l’apprenons des inscriptions du pays. Elle avoit un amphithéâtre, ainsi qu’un beau palais dont parle Grégoire de Tours, & qui a servi dans la suite de demeure aux rois d’Austrasie pendant environ 170 ans. Elle fit construire ce bel aqueduc, dont les arches traversant la Moselle, s’élevoient plus de cent piés au-dessus du courant de la riviere, ouvrage presque égal à ce qui s’étoit jamais fait de plus magnifique en Italie dans ce genre.


Mais cette ville, après avoir été très-florissante, fut entierement ruinée par les Huns lorsqu’ils envahirent les Gaules sous Attila.


Les Francs, sous Childeric, s’emparerent des pays de Mets & de Treves, & y dominoient du tems de Sidonius Apollinaris. Clovis en resta le maître, ainsi que des pays voisins. Elle continua d’être le siege des rois de la France orientale ou d’Austrasie, & devint encore plus considérable que sous les Romains, parce que ces rois d’Austrasie étendoient leur domination jusqu’en Saxe & en Pannonie. Les habitans​ de Mets les reconnurent pour leurs maîtres. Après eux, ils agréerent pour souverains les empereurs allemands, qui conquirent le royaume d’Austrasie.


Il est vrai que les évêques & les comtes qui étoient gouverneurs héréditaires de Mets y eurent beaucoup d’autorité, mais les empereurs seuls jouissoient du suprème domaine. Si les prélats de cette ville y battoient monnoie, ce droit leur étoit commun avec d’autres évêques & avec plusieurs abbés en France, qui pour cela ne prétendoient pas être souverains. Enfin il est constant que sous Charles-Quint Mets étoit une ville impériale libre, qui ne reconnoissoit pour chef que l’empereur.


Les choses étoient en cet état l’an 1552, lorsqu’Henri II. par brigue & par adresse s’empara de Mets & s’en établit le protecteur. Charles-Quint assiégea bientôt cette ville avec une puissante armée, mais il fut contraint d’en lever le siege par la défense vigoureuse du duc de Guise. Cependant les évêques de Mets admirent la souveraineté des empereurs, reçurent d’eux les investitures, & leur rendirent la foi & hommage. Cet arrangement subsista jusqu’à l’an 1633, que Louis XIII. se déclara seigneur souverain de Mets, Toul & Verdun, & du temporel des trois évêchés, ce qui fut confirmé par le traité de Westphalie en 1648. On ne reserva que le droit métropolitain sur ces évêchés à l’archevêque de Treves, électeur de l’empire.


Il faut observer qu’il y a 200 ans que Mets étoit trois fois plus grande qu’elle n’est aujourd’hui. Elle ne contient guere actuellement que 20 mille ames.


Son évêché subsiste depuis le commencement du iv. siecle, & c’est un des plus considérables qui soient à la nomination du roi. L’évêque prend le titre de prince du saint empire, & jouit de 90 mille livres de rente ; son diocese contient environ 620 paroisses.


Mets est la seule ville du royaume où les Juifs ayent une synagogue, & où ils soient soufferts ouvertement. On eut bien de la peine en 1565 à accorder cette derniere grace, comme on s’exprimoit alors, à deux seules familles juives ; mais le besoin a engagé d’étendre insensiblement la tolérance, ensorte qu’en 1698 on comptoit dans Mets 300 familles juives, dont l’établissement confirmé par Louis XIV. a produit de grands avantages au pays. C’est assez de remarquer, pour le prouver, que pendant la guerre de 1700, les Juifs de Mets ont remonté la cavalerie de chevaux, & ont fait naître en ce genre un commerce de plus de 100 mille écus de bénéfice par an à l’état. Il falloit donc, en tolérant les Juifs, n’y point joindre de clause infamante qui éloignât les principaux d’entr’eux de se refugier à Mets ; telle est la condition qu’on leur a imposée de porter des chapeaux jaunes, pour les distinguer odieusement ; condition inutile à la police, contraire à la bonne politique, & qui, pour tout dire, tient encore de la barbarie de nos ayeux.


Les appointemens du gouverneur de Mets sont de 24 mille livres par an, les revenus de la ville de 100 mille, & sa dépense fixe de 50 mille.


Le pays se régit par une coutume particuliere, qu’on nomme la coûtume de Mets ; & ce qui est fort singulier, c’est que cette coûtume n’a jamais été ni rédigée, ni vérifiée.


Mets est située entre Toul, Verdun & Treves, au confluent de la Moselle & de la Seille, à 10 lieues de Toul, autant de Nancy N. O. 12 S. de Luxembourg, 13 E. de Verdun, 19 S. O. de Treves, 72 N. E. de Paris. Long. selon Cassini, 23. 42′. 45″. lat. 49. 7. 7.


Les citoyens de cette ville ne se sont pas extrèmement distingués dans les sciences ; cependant Ancil-​lon, Duchat, Ferri & Foés les ont cultivés avec honneur.


Ancillon (David) & son fils Charles, mort à Berlin en 1727, ont eu tous deux de la réputation en Belles-Lettres.


Duchat (Jacob le) a fait voir dans ses écrits beaucoup de connoissance de nos anciens usages & des vieux termes de notre langue ; on lui doit la meilleure édition de Rabelais. Il est mort à Berlin en 1735, à 78 ans.


Ferri (Paul), en latin Ferrius, fit à 20 ans un Catéchisme de réformation, auquel le célebre Bossuet crut devoir répondre. Ferri étoit l’homme le plus disert de sa province ; la beauté de sa taille, de son visage & de ses gestes relevoient encore son éloquence. Il est mort de la pierre en 1669, & on lui trouva plus de 80 pierres dans la vessie.


Foés, en latin Foesius (Anutius), décédé en 1596 à 68 ans, est un des grands Littérateurs qu’ait eu l’Europe en fait de médecine greque. Les Médecins lui doivent la meilleure interprétation qu’ils ayent en latin des œuvres d’Hippocrate, dont la bonne édition parut à Geneve en 1657, in-fol. (D. J.)​","[['49 7\' 7"" N 23 42\' 45"" E']]",,"49 7' 7"" N 23 42' 45"" E","49 7' 7"" N 23 42' 45"" E"
v10-1261-0,MEXAT-ALI,"MEXAT-ALI, (Géog.)​ ville de Perse, dans l’Irac-rabi, ou l’Irac propre. Elle est renommée par la riche mosquée d’Aly, où les Persans vont en pélerinage de toutes parts. Cette ville néanmoins tombe tous les jours en ruine ; elle est entre l’Euphrate & le lac de Rehemat, à 18 lieues de Bagdat. Long. 62, 32, lat. 31, 40. (D. J.)​","[[""31 40' N 62 32' E""]]",,31 40' N 62 32' E,31 40' N 62 32' E
v10-1277-0,MÉZUNE,"MÉZUNE, (Géogr.)​ ancienne ville d’Afrique, dans la province de Ténex, au royaume de Trémecen, entre Ténex & Mostagan, à 12 milles de la Méditerranée. On y trouve encore de beaux vestiges des Romains, quoique les Arabes ayent ruiné cette ville, & contraint les habitans d’aller s’établir ailleurs. Ptolomée en parle sous le nom d’Opidoneum colonia, & lui donne de long. 16d. & de lat. 23. 40.","[[""23 40' N 16 E""]]",,23 40' N 16 E,23 40' N 16 E
v10-1325-0,MIES ou MYSA,"MIES ou MYSA, (Géog.)​ petite ville de Bohème, sur les frontieres du haut Palatinat, bâtie vers l’an 1131 par le duc Sobieslas. Long. 30. 55. lat. 49. 46. (D. J.)​","[[""49 46' N 30 55' E""]]",,49 46' N 30 55' E,49 46' N 30 55' E
v10-1346-3,Milan,"Milan, (Géog.)​ en latin Mediolanum Insubrinæ ; voyez ce mot ; ancienne ville d’Italie, capitale du duché de Milan.


Elle a souvent été ravagée, & même détruite par les plus terribles fléaux, la peste & la guerre, entre autres années, en 1162, que Fréderic I. dit Barberousse, la rasa, & y sema du sel. Mais elle s’est si bien rétablie, qu’elle figure aujourd’hui avec les grandes & belles villes de l’Europe.


Sa forme est assez ronde ; le circuit de ses murailles est de 8 à 9 milles italiques, & le nombre de ses habitans d’environ deux cent mille ames. Elle a quantité d’églises, un archevêché, une citadelle, une université, une académie de peinture, & une​ bibliotheque, appellée Ambroisienne, où l’on compte 10 mille manuscrits.


C’est en même tems une chose fort étrange, qu’une ville de cette conséquence soit bâtie au milieu des terres, sans mer & sans rivieres qui fassent son commerce. Ces défauts sont foiblement réparés par les eaux de sources, les petits ruisseaux, & par les canaux de l’Adda & du Tésin, qui fournissent une eau courante dans le fossé de l’enceinte intérieure de la ville.


Milan est la partie de Valere Maxime, historien latin, qui florissoit sous Tibere ; du célebre jurisconsulte Alciat ; de Philippe Decius, qui enseigna le droit à Pavie, à Bourges, à Valence, & fut nommé par Louis XII. conseiller au parlement ; d’Octavio Ferrari, savant, versé dans les antiquités romaines ; du cardinal Jean Moron, homme d’un mérite rare ; des papes Alexandre II. Urbain III. Célestin IV. Pie IV. & Grégoire XIV. qui prit le parti de la ligue contre Henri IV. Cette ville a aussi produit d’autres hommes illustres, parmi lesquels se trouvent les maisons des Galéas, de Sforces, & de Trivulces.


Milan est à 14 lieues N. E. de Casal, 28 N. E. de Gènes, 26 N. O. de Parme, 27 N. E. de Turin, 30 N. O. de Mantoue, 58 N. O. de Florence, 110 N. O. de Rome. Long. selon Cassini & Lieutaud, 25. 51. 30. lat. 45. 25. (D. J.)​","[['45 25\' N 25 51\' 30"" E']]",,"45 25' N 25 51' 30"" E","45 25' N 25 51' 30"" E"
v10-14-5,"Man, île de","Man, île de, (Géog.)​ île du royaume d’Angleterre dans la mer d’Irlande, avec un évêché, qui est à la nomination du comte de Derby, & non pas à la nomination du roi, comme les autres évêques du royaume. Aussi n’a-t-il point séance au parlement dans la chambre haute : il est présenté à l’archevêque d’Yorck, qui le sacre.


L’île de Man a environ 30 milles en longueur, 15 dans sa plus grande largeur, & huit dans la moindre. Elle contient cinq gros bourgs ; Douglas & Rushin en sont les lieux principaux ; le terroir y est fertile en avoine, bétail, & gibier ; le poisson y abonde. Voyez sur cette île la description curieuse qu’en a faite M. King, Kings description of the isle of Man. Sa long. est 12. 36. 55. lat. 54. 35.


L’île de Man est nommée par les anciens auteurs Menavia & Menapia dans Pline. Elle est plus septentrionale que l’île d’Anglesey, & beaucoup plus éloignée de la côte. L’île Mona de Tacite, n’est point l’île de Man, c’est l’île d’Anglesey, située au couchant du pays de Galles, & les Gallois la nomment encore l’île de Mon.","[['54 35\' N 12 36\' 55"" E']]",,"54 35' N 12 36' 55"" E","54 35' N 12 36' 55"" O"
v10-1407-0,MINDELHEIM,"MINDELHEIM, (Géog.)​ ville d’Allemagne au cercle de Suabe dans l’Algow, sur la riviere de Mindel. C’est la capitale d’un petit état entre l’Iller & le Lech, qui appartient à la maison de Baviere. L’empereur, après la bataille d’Hohestedt, créa Marlborough prince de l’empire, en érigeant en sa faveur Mindelheim en principauté, qui fut depuis échangée contre une autre. Mais Marlborough n’a jamais été connu sous de pareils titres, son nom étant devenu le plus beau qu’il pût porter. Long. 28. 15. latit. 48. 5.","[[""48 5' N 28 15' E""]]",,48 5' N 28 15' E,48 5' N 28 15' E
v10-161-2,Mante,"Mante, Medunta, (Géog.)​ ville de l’île de France, capitale du Mantois. Elle est dans le diocèse de Chartres, à 11 lieues N. O. de Paris. Long. 19. 20. lat. 48. 58.


Le jésuite Antoine Possevin qui a mis au jour une bibliotheque sacrée, naquit à Mante, & mourut à Ferrare en 1611, à soixante-dix huit ans.


Nicolas Bernier, célebre musicien françois, mort à Paris en 1734, à soixante-dix ans, étoit aussi de Mante.


Mais cette ville est sur-tout remarquable par la sépulture de Philippe-Auguste, roi de France, qui y mourut en 1223. (D. J.)​","[[""48 58' N 19 20' E""]]",,48 58' N 19 20' E,48 58' N 19 20' E
v10-1698-0,"MOLSHEIM, autrefois Molesheim","MOLSHEIM, (Géog.)​ autrefois Molesheim, en latin moderne Molehemium ; ville de France en Alsace, sur la riviere de Brusch, à 3 lieues de Strasbourg. La chartreuse & la maison des jésuites occupent presque toute la ville. Elle est à 95 lieues de Paris. Long. 25. 10. 17, lat. 48. 32. 26. (D. J.)​","[['48 32\' 26"" N 25 10\' 17"" E']]",,"48 32' 26"" N 25 10' 17"" E","48 32' 26"" N 25 10' 17"" E"
v10-17-0,MANACHIE,"MANACHIE, (Géog.)​ nom moderne de l’an-​cienne Magnésie du mont Sipyle. C’est à présent une ville de la Turquie asiatique dans la Natolie, située au pié d’une haute montagne près du Sarabat, qui est l’Hermus des anciens. Lucas dit que Manachie est grande, peuplée, qu’on y voit de très-beaux basars ; enfin, que le pays est abondant, & fournit tout ce qui est nécessaire à la vie. Long. 45. 14. lat. 38. 44. (D. J.)​","[[""38 44' N 45 14' E""]]",,38 44' N 45 14' E,38 44' N 45 14' E
v10-1722-0,MONAGHAN,"MONAGHAN, (Géog.)​ ville d’Irlande, capitale du comté de même nom, qui est divisé en cinq baronies, & qui a 34 milles de longueur sur 20 de largeur ; c’est un pays montagneux, & couvert de forêts. La petite ville de Monaghan envoie deux députés au parlement d’Irlande. Elle est à 15 milles S. O. d’Armagh. Long. 10. 36. lat. 54. 12. (D. J.)​","[[""54 12' N 10 36' E""]]",,54 12' N 10 36' E,54 12' N 10 36' O
v10-1738-0,MONCON,"MONCON, (Géog.)​ en latin moderne Montio ; ville forte d’Espagne, au royaume d’Atragon, avec un château. Les François la prirent en 1642. mais les Elpagnols la reprirent l’année suivante. Elle est à 4 quatre lieues S. O. de Balbastro. Long. 17. 54. lat. 41. 43. (D. J.)​","[[""41 43' N 17 54' E""]]",,41 43' N 17 54' E,41 43' N 17 54' E
v10-1750-0,MONDOVI,"MONDOVI, (Géog.)​ en latin moderne, Mons vici, ou Mons regalis, ville d’Italie dans le Piémont, avec une citadelle, une espece d’université, & un évêché : elle est capitale d’une petite province à laquelle elle donne son nom.


On rapporte sa fondation à l’an 1032. Elle à joui assez long-tems de la liberté ; mais enfin en 1396 elle se mit, moitié de gré, moitié de force, sous la protection d’Amédée de Savoie, & depuis lors elle est restée soumise aux princes de cette maison.


Elle est située au pié des Alpes, sur une montagne proche la petite riviere d’Elero, à 3 lieues N. O. de Ceve, 12 S. E. de Turin. Long. 25. 30. lat. 44. 23.


Cette ville est la patrie du Cardinal Bona, dont les ouvrages sont plus remplis de piété que de lumieres. (D. J.)​","[[""44 23' N 25 30' E""]]",,44 23' N 25 30' E,44 23' N 25 30' E
v10-1815-0,MONTABURG,"MONTABURG, (Géog.)​ petite ville fortifiée d’Ademagne, dans l’électotat de Tieves, entre Coblentz & Limpurg. Long. 25. 25. lat. 50. 20. (D. J.)​","[[""50 20' N 25 25' E""]]",,50 20' N 25 25' E,50 20' N 25 25' E
v10-1825-0,MONTALTO,"MONTALTO, (Géog.)​ petite ville d’Italie, dans la Marche d’Ancone, avec un évêché suffragant de Fermo. Elle est sur le Monocio, à 4 lieues N. E. d’Ascoli, 5 S. O. de Fermo, 17 S. d’Ancone. Long. 31. 18. lat. 42. 55.


C’est Sixte V. qui fonda l’évêché de Montalto en 1586 ; il étoit né dans un village voisin de cette ville ; sa vie est connue de tout le monde. Il s’acquit un nom par les obélisques qu’il releva, & par les​ monumens dont il embellit Rome. Mais on sait qu’il n’obtint la chaire de S. Pierre, que par quinze années d’artifices, & qu’il se conduisit dans son pontificat avec un manége odieux, & une sévérité barbare. Il laissa dans le Château-Saint-Ange des sommes considérables (cinq millions d’écus romains) qu’il avoit amassées, en appauvrissant son pays, en le chargeant de tributs, & en augmentant la vénalité de tous les emplois. Enfin, l’apologie qu’il fit en présence des cardinaux, du parricide du moine Jacques Clément, a découvert à la postérité, ses principes & son génie. (D. J.)​","[[""42 55' N 31 18' E""]]",,42 55' N 31 18' E,42 55' N 31 18' E
v10-1838-0,MONT-CASSIN,"MONT-CASSIN, (Géog.)​ mentagne d’Italie au royaume de Naples, au sommet de laquelle est la célebre abbaye du Mont-Cassin, où saint Benoît fonda la regle de son ordre. Long. 31. 25. latit. 41. 35.","[[""41 35' N 31 25' E""]]",,41 35' N 31 25' E,41 35' N 31 25' E
v10-1852-0,MONTECHIO,"MONTECHIO, (Géogr.)​ ville d’Italie au duché de Reggio, à 10 milles S. E. de Parme, 7. N. O. de Reggio. Long. 28. 2. lat. 44. 45.","[[""44 45' N 28 2' E""]]",,44 45' N 28 2' E,44 45' N 28 2' E
v10-1860-0,MONTE-FALCONE,"MONTE-FALCONE, (Géogr.)​ petite ville du Frioul sur une coline, assez près du golfe de Trieste. Elle appartient avec son territoire à la république de Venise. Long. 31. 36. lat. 45. 50.


Il y a un cap de l’ile de Sardaigne sur la côte occidentale, qu’on appelle aussi Monte Falcone. Ce cap est le Gorditanum promontorium de Pline, liv. III. chap vij. & de Ptolomée, liv. III. chap. iij.","[[""45 50' N 31 36' E""]]",,45 50' N 31 36' E,45 50' N 31 36' E
v10-1868-0,MONTE-PHILIPPO,"MONTE-PHILIPPO, (Géog.)​ fort d’Italie, en Toscane, sur une hauteur, près de Porto-Hercole, dont il est comme la citadelle. Les Impériaux le prirent en 1712, & traiterent les prisonniers de guerre avec la derniere dureté. Long. 28. 45. lat. 42. 25.","[[""42 25' N 28 45' E""]]",,42 25' N 28 45' E,42 25' N 28 45' E
v10-1870-0,MONTE-SANT-ANGELO,"MONTE-SANT-ANGELO, (Géog.)​ ville archiépiscopale d’Italie, au royaume de Naples, dans la Capitanate, au nord oriental de Manfrédonia, à 4 milles de cette ville, & à un mille de la mer : on y voit encore des restes d’un temple du dieu Pilumnus. Long. 33. 38. lat. 41. 43.


La montagne qui s’éleve au-dessus de cette ville, porte aussi le nom de Monte di santo Angelo ; c’est le Garganus des anciens. Voyez Gargan. (D. J.)​","[[""41 43' N 33 38' E""]]",,41 43' N 33 38' E,41 43' N 33 38' E
v10-1880-0,MONTFORT,"MONTFORT, (Géogr.)​ forte ville des Provinces-Unies, dans la province d’Utrecht, sur l’Issel, à trois lieues d’Utrecht & à deux d’Oudewater. Long. 22. 30. lat. 52. 7.


C’est la patrie de Lambert Hortensius, qui se fit connoître avec honneur au commencement du xvj siecle, par une traduction du Plutus d’Aristophane. Il faut le mettre à la tête des gens de lettres malheureux. Dans l’horrible sac de Naerden, en 1572, par Frédéric de Tolede, digne fils du duc d’Albe, on pilla la maison d’Hortensius, ses meubles, ses biens, ses manuscrits ; on tua son fils unique sous ses yeux, & il alloit être égorgé lui-même, non obstant sa robe, si un de ses écoliers, au service des Espagnols, ne fût arrivé dans ce moment pour lui sauver la vie ; mais il ne survécut guere à tant de désolations ; car il mourut au commencement de l’année suivante.","[[""52 7' N 22 30' E""]]",,52 7' N 22 30' E,52 7' N 22 30' E
v10-1890-0,MONT-LOUIS,"MONT-LOUIS, (Géog.)​ petite, mais très-forte ville de France dans les Pyrenées, à la droite du col de la Perche. Louis XIV. la fit bâtir en 1681, & fortifier par le maréchal de Vauban. Il y a une bonne citadelle, & de belles casernes. Elle est à 180 lieues de Paris. Long. 19. 40. lat. 42. 30. (D. J.)​","[[""42 30' N 19 40' E""]]",,42 30' N 19 40' E,42 30' N 19 40' E
v10-1891-0,MONT-LUÇON,"MONT-LUÇON, (Géog.)​ ville de France en Bourbonnois, sur le Cher, à 14 lieues S. O. de Moulins, 69 S. E. de Paris. Long. 20. 16. lat. 40. 22. (D. J.)​


Mont-Luçon est la patrie de Pierre Petit, ami de Descartes, dont les ouvrages écrits en latin sont savans & curieux. Il mourut en 1677. (D. J.)​","[[""40 22' N 20 16' E""]]",,40 22' N 20 16' E,40 22' N 20 16' E
v10-1892-0,MONT-LUEL,"MONT-LUEL, Mons Lupelli, (Géog.)​ petite ville de France dans la Bresse, capitale d’un territoire appellé la Valbonne. Elle est dans un pays fertile & agréable, à 3 lieues de Lyon, sur la petite riviere de Seraine, à environ 100 lieues S. E. de Paris. Long. 22d. 43′. 16″. lat. 45d. 49′. 13″. (D. J.)​","[['45 49\' 13"" N 22 43\' 16"" E']]",,"45 49' 13"" N 22 43' 16"" E","45 49' 13"" N 22 43' 16"" E"
v10-1902-0,MONTPENSIER,"MONTPENSIER, (Géog.)​ petite ville de France, dans la basse-Auvergne, avec titre de duché-pairie, érigée en 1538. Elle est sur une colline, tout près d’Aigueperse, à 5 lieues N. E. de Clermont, 80 S. E. de Paris. Longit. 21. 55. lat. 45. 58.


Ici finit ses jours, en 1226, Louis VIII. roi de France, qui fut couronné roi à Londres, & bientôt obligé, du vivant même de son pere Philippe​Auguste, de sortir du pays qui l’avoit demandé pour son maître. Aulieu de défendre sa conquête, il alla se croiser contre les Albigeois, qu’on égorgeoit alors, en exécution des sentences de Rome. Dans cette expédition, la maladie épidémique se mit dans son armée, l’attaqua lui-même, & l’emporta à 39 ans. Quoiqu’il eût repris sur les Anglois le Limousin, le Périgord & le pays d’Aunis, il ne ne put leur enlever la Guienne, & ne termina rien de grand ni de décisif. Il légua par son testament vingt mille livres pour deux cent hôtels-dieu, & une autre somme considérable à chacune des deux mille léproseries de son royaume. La livre de ce tems-là revient à 50 livres de nos jours. (D. J.)​","[[""45 58' N 21 55' E""]]",,45 58' N 21 55' E,45 58' N 21 55' E
v10-1911-0,"MONT-SAINT-MICHEL, sur mer","MONT-SAINT-MICHEL, sur mer, (Géog.)​ abbaye, château, & ville en France, sur une roche, ou sur une petite île adjacente à la Normandie. Cette abbaye devint célebre par les biens que lui firent depuis 1709 les rois de France, ceux d’Angleterre, les ducs de Bretagne, & de Normandie. Elle est occupée par des moines de S. Benoît, &​vaut à son abbé 40 milles livres de rente. Cette abbaye a donné lieu à l’institution de l’ordre militaire de saint Michel, faite par Louis XI.


Le château & la ville du Mont-saint-Michel, sont situés sur le rocher isolé, d’environ un demi-quart de lieue de circuit, au milieu d’une baie que forme en cet endroit les côtes de Normandie & de Bretagne, dont les plus proches sont éloignées d’une lieue & demie de ce mont. Le flux de la mer y vient deux fois en 24 heures, & répand ses eaux une grande lieue avant dans les terres, en sorte qu’il faut choisir l’intervalle des marées pour y pouvoir arriver.


Le Mont saint-Michel est une place importante, & très-forte ; les bourgeois la gardent en tems de paix, mais on y met des troupes en tems de guerre. C’est l’abbé qui est gouverneur né de cette forteresse ; & en son absence, c’est au prieur à qui l’on porte les clefs tous les soirs. Elle est à quatre lieues d’Avranches, 74 S. O. de Paris. Long. selon Cassini, 15. 511. 3011. lat. 48. 381. 1111.","[['48 38\' 11"" N 15 51\' 30"" E']]",,"48 38' 11"" N 15 51' 30"" E","48 381' 1111"" N 15 511' 3011"" E"
v10-1913-0,MONT-SERRAT,"MONT-SERRAT, (Géog.)​ île de l’Amérique septentrionale, l’une des Antilles, découverte par les Espagnols. Elle a trois lieues de long, & presque autant de large ; le terroir y est fertile. On prend sur les côtes des diables de mer, des lamentins, & des épées. Elle est habitée principalement par des Irlandois depuis 1688. Long. 315. 25. lat. septent. environ 16. 40.","[[""16 40' N 315 25' E""]]",,16 40' N 315 25' E,16 40' N 315 25' O
